Author,Review,Rating,Restaurant,Location
Mike,"Most live/happening cafe/bar place in town. Offers a mix of food from Chinese to Western to Indian. Food price are cheap as well, fried rice is like $2 dollar USD. Drink are good as well, full menu. Owner super friendly and gave us two …MoreMost live/happening cafe/bar place in town. Offers a mix of food from Chinese to Western to Indian. Food price are cheap as well, fried rice is like $2 dollar USD. Drink are good as well, full menu. Owner super friendly and gave us two rounds of free Jaeger bombs. Music is very good as well, the playlist from Western to 90s to Thai , again a mix.","Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
NANA,"It was a pleasant place! Great ambience, love they were basting songs from the 90s. Food portion was decent since I’m a big eater. RM12 for a plate of seafood fried rice, that’s a good deal since KL food are so expensive. My younger brother …MoreIt was a pleasant place! Great ambience, love they were basting songs from the 90s. Food portion was decent since I’m a big eater. RM12 for a plate of seafood fried rice, that’s a good deal since KL food are so expensive. My younger brother ordered vege fried rice paired with cheese ham omelette. It was soooo good. Cheesy enough, paired with ham and egg. Wonderful.","Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Faey Orbit,I like the Food but the enviroment doesnt align with my moral compass as i do not enjoy loud music and loud people but overall i have my off days with my morality and this makes the place a good time to enjoy with some long lost friends and make new ones 7/10 depending on mood,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Samson Mapang,"Great place to drink or chill, or both. Nice environment too. Vast choice of food and drinks. Worth it","Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Kumal Govindasamy,"Had the pork belly fried rice, cekur with eggs and beef soup. All the meat was VERY tough. Food is tasty.... Need to improve the cooking method to make the meat tender ... Slightly pricey","Rated 3.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Martin D,Nice Food and good beer for a good price. A perfect place for getting a long night started. …MoreNice Food and good beer for a good price. A perfect place for getting a long night started.You can have great lunch aswell. The indian cuisine was only available till 8 or 9 pm. The other meals till 10:30 pm or something like that.,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Ke Han See,"Verdict: It is a place for you to chill around and eat some very nice food.The staff was really amazing and helpful. The food (especially nasi lalapan) are …MoreVerdict: It is a place for you to chill around and eat some very nice food.The staff was really amazing and helpful. The food (especially nasi lalapan) are really fantastic. The surrounding environment is pretty good (and a bit noisy - but acceptable).A must-try if you are a traveller travelling to Miri town. This place is at the city centre, a walking distance to Muara Nasi Lalapan, Miri Container City, Miri City Inn and Permaisuri Imperial Mall","Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Reg Ching,Came here for a bite during the daytime and came back for dinner on my bday. Fun crowd in the evening and has a blast with some new friends here.  Will definitely be back!,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
A P,Visited for lunch after long time ...still & always a happening place. Wide selection on dishes to bottles ..we never exit without appetite & mind satisfaction.,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Andre Buser,"Great selection of draft beers, service is quick food quality is ok. Burger could be better and pork leg was fried too long and was very dry and hard","Rated 3.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
The Choobs,"The all famous Ming Cafe of Miri is indeed popular. And of all honesty, it's pretty great. Nice vibes, groovy music, rustic deco, good mix of crowd, very reasonably priced, decent service and generally one of the coolest place to hang out …MoreThe all famous Ming Cafe of Miri is indeed popular. And of all honesty, it's pretty great. Nice vibes, groovy music, rustic deco, good mix of crowd, very reasonably priced, decent service and generally one of the coolest place to hang out in Miri.Well the food could need some improvement but still i think it's a good place to hang out at night if you're in town. In fact, I think it should be in your ""to do list"" if you're ever in Miri.","Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Lucas Raihle,"Pretty cheap food that tastes great and fills you up! There's probably cheaper places to find but you can a good plate of noodles for 5 ringit, some fried rice for 8, and roti for 4. The pricier options are around 20 ringit or below. …MorePretty cheap food that tastes great and fills you up! There's probably cheaper places to find but you can a good plate of noodles for 5 ringit, some fried rice for 8, and roti for 4. The pricier options are around 20 ringit or below.The staff is polite but you might have to wave to get their attention, it is a sports bar after all, but don't let that fool you, the food is still great! There's also a good selection of beer and alcoholic drinks. Highly recommended!","Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Moupiya N,"The coolest pub in town, quick service and crazy vibes. We got happy hours BOGO offers.Foreigners friendly.","Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
N S,"The crispy prata definitely the worst ever, requested it to be crispy not extra DRY. The type of preparation to serve your food and you the one and only","Rated 1.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Vanessa Grape,A great place to leak with friends. I really like when they play country song and u can meet western people here. Beer ?! cheers!!! 🍻 😆,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Zee Cee,"Excellent. A welcome change of pace from Kuala. Great food, fantastic international alcohol selection. Good service. Really recommended place to visit! Tom Yum soup was great!","Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Sannplawer,The price for the food is reasonable. But if you want go to drink there also okey. The customer service is good..Close at 10pm...,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Dinagaran D Raman,"Good food and beverages,  great for gatherings with friends","Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
OAG,"Fantastic ambience, alfresco dining, friendly staff & vibrant...manager/owner with good PR..😘😚😍","Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Tan kianboon,Can't go wrong with this place,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Ricky Shines,The best hangout place for beer & cocktail every night with good music and right in the middle of happening area of North Yu Seng Miri City. It also great place to hangout during the day to chillax.,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
N Lorand,Ming cafe is a good place to hang out with friends. Good selection of beers etc but serves non alcoholic drinks too. Staff are friendly and my favourite food is the Ming special pizza and pork belly.,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Tobias Bluhm-Drenhaus,"Great place to stay the evening. Friendly staff, good selection of foods which is inexpensive and a big choice of beers and local and international Cocktails.","Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Manila Park,It's a cool place with friendly staffs to hang out.,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Malcolm Balla,Good food good company great ambiance,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Jen Chong Wong,Wide variety of dishes and drinks to choose from.,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Hilda Lydwina,"The staffs are friendly, reasonable price. Cocktail 🤤🤤🤤","Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Hayley Snaily,Always look after when we come here. Lovely friendly staff. Always remember us and get a lovely welcome. Food great and best atmosphere in Miri 😍,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Alexander Krasavin,"Big portions, friendly staff. A bit too loud if you have small kids.","Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Bryan Ng,"One of the most popular pub/bar in Miri to visit.Proper food and bar bites. Wide selection of drinks that is not too expensive. Smoking and non smoking area. Good music. …MoreOne of the most popular pub/bar in Miri to visit.Proper food and bar bites. Wide selection of drinks that is not too expensive. Smoking and non smoking area. Good music.Friendly people, good crowd. Mixture of young and old people. Both Males and females.Situated in a central location.","Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Elton Fernandes,"Excellent place to hang around with friends, good food and drinks. Very reasonable pricing.","Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Lancy Wee,"Classic clubbing songs been played. Ok food but salty, perhaps cause we paired with beer but not carbs.","Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Weng Kuang Loo,Nice place to chill out and have a cheap and delicious meal,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
haro wilson,"October fest 2018 mugs are available.Parking can be tricky, open for lunch n dinner","Rated 3.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Ms. Anita,"This is a typical bar, where noise is concerned, with loud music playing at the background. So, if you're looking for somewhere quiet to dine, this is not for you. But if are looking for a happening place to relax and chill with friends, …MoreThis is a typical bar, where noise is concerned, with loud music playing at the background. So, if you're looking for somewhere quiet to dine, this is not for you. But if are looking for a happening place to relax and chill with friends, this could be your choice. The food is not too bad, the drinks fine as well. They have special promotions such as buy 3 get 1 free drinks, which works well if you're with a group of friends.","Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
elle sam,"This place is ever so nostalgic. One of the liveliest bars in town and the price of the drinks have always been the most affordable as compared to anywhere else. They have plenty of cocktail, liquor and wine choices too, not to forget the …MoreThis place is ever so nostalgic. One of the liveliest bars in town and the price of the drinks have always been the most affordable as compared to anywhere else. They have plenty of cocktail, liquor and wine choices too, not to forget the range of draughts they offer. You can have dinner at this bar as well with a variety of menu that will not disappoint you 😊😊","Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Waqqas Hanafi,Waiters kept pestering me to pay even though I wasn't done with my drink and had planned to order more. Music was good. Atmosphere good. Toilet was dirty. Draught beer priced slightly higher than other places nearby.,"Rated 2.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Vincent Siew,A wide array of delicacies and beverages to be chosen from and they offer both open air as well as an air conditioned room. Very quick service with a fair price. Recommended,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Jordan Starring,Staff was amazing!  Food and drinks were delicious!  They have one of the best waitresses there.  The music is good all day and turns into more upbeat music at night.  We went there 5 times.,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Stephen So,Good atmosphere. Great hang out with decent service.,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Nomiday Dajie,"The food and drinks is good. Great ace to hangout, happy hours, chillax, and dining. One of the hottest place in town since one can remember.","Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Miss Unknown,Filipino pork dish crispy pata is available here. The best & top choice 👍🏻,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Shawn Lee,A nice place for drinks. Price also reasonable.,"Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Jee Kah Jin,It is a place to be seen but not heard. Music is too loud and you have to shout to be heard. Food is average. Parking is a headache. Large crowd and need to be careful as have encountered many wrong billings. Pay as per order. Do not accumulate and pay at the end. You will be giving someone a treat.,"Rated 2.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Y J,Perfect place for hangout. 👍🏼👍🏼👍🏼,"Rated 5.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Megaworld Asia,"This is a bar/pub with great atmosphere, great food, and cold draught beer. Try the crispy pork knuckle.","Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Justin Ngau (HondaKi),"The Good: Love the pork knuckle! With the slightly sweet and sour sauce, the taste is just perfect. The environment is good for hanging out with your close ones. Another favourite dish of mine is the vegetable+egg (local vege). …MoreThe Good: Love the pork knuckle! With the slightly sweet and sour sauce, the taste is just perfect. The environment is good for hanging out with your close ones. Another favourite dish of mine is the vegetable+egg (local vege).The Bad: Sitting areas near the side of the restaurant might be too dark, which attracts lots of mosquitoes, can get annoying if you have ""sweet"" blood!","Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Ifan Ramadhana,"Located in busy nightlife district in Miri, Ming Cafe is a legendary fixture of Miri and almost go to places for tourist, cafe is a rather loose term since they are more of a bar and pub at night. …MoreLocated in busy nightlife district in Miri, Ming Cafe is a legendary fixture of Miri and almost go to places for tourist, cafe is a rather loose term since they are more of a bar and pub at night.They don't have direct parking spaces and you had to park your vehicles and walk to the premises, during the day they do function as a quiet cafe and bar, while you can have lunch and drink. They offered Asian and Western food/snacks and very complete selection of liquors, they have open non smoking area and closed AC room.At night however the place turn into wild club, with almost full table and live dj music, they also often had themed night and promotion, you just need to ask the waiter for the prmotion, they still served food all night as well. Mind you that the place can get little rowdy with tight space and a lot of drunk people. They still serves good drink though, also they had excellent range of souvenirs to take home with you. Like many crowded places, the toilet can be quite smelly and full of drunk people.Overall this place is good if you like nightlife and party, but in the day this place also offers good food.","Rated 4.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
Cynthia R,The atmosphere was packed & dirty. Waiter & waitress seem like they are forced to do their work and make themselves so 'busy' when we wanted to add orders. I dont even know what they say during the order and turned out it was wrong order. Raised hand but they avoided.,"Rated 1.0 out of 5,",Ming Cafe,"Borneo, Miri, Sarawak"
